p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
294 2.25398324747444e-74 2.20352976893628 0.284 0.079 3.5450648516278e-70 2 Lypd3
295 1.41371678400928e-68 1.60012727701229 0.302 0.092 2.2234937578898e-64 2 Dhcr7
296 6.51446713811318e-66 1.68954344101485 0.462 0.205 1.02459539148244e-61 2 Sult1b1
297 1.28591009413413e-64 1.73013952649493 0.389 0.156 2.02247939605416e-60 2 Ly6g6e
298 1.74450495420498e-64 1.6716222535756 0.307 0.098 2.74375739197359e-60 2 Ampd3
299 8.56056389416875e-62 1.73300034937557 0.291 0.091 1.34640548927486e-57 2 Calcrl
300 2.80526496209577e-53 1.68696496168075 0.329 0.124 4.41212073238422e-49 2 Mpped2
301 3.20032709161423e-98 1.44060586341077 0.081 0.588 5.03347444969086e-94 3 Mbp
302 8.7033955543411e-62 1.47789232098452 0.096 0.492 1.36887005278677e-57 3 Mkrn1
303 2.74491953817815e-40 2.0097367526946 0.084 0.377 4.3172094496466e-36 3 Bpgm
